Start Time,End Time,Text,translated_text
0.0,6.84," In his first 100 days, President Biden focused on the coronavirus pandemic.",In seinen ersten 100 Tagen konzentrierte sich Präsident Biden auf die
6.84,11.68," But over the course of his term, the Biden presidency will be defined by how the United",Aber im Laufe seiner Amtszeit wird die Präsidentschaft Bidens von der
11.68,13.96, States competes with China.,Staaten konkurrieren mit China.
13.96,19.88," In a few years, China's economy is expected to surpass the U.S. as the world's biggest.","In einigen Jahren wird erwartet, dass die chinesische Wirtschaft die USA als größte"
19.88,24.52," To determine how the United States will deal with China's growing influence, Mr. Biden","Um zu bestimmen, wie die Vereinigten Staaten mit dem wachsenden Einfluss China"
24.52,28.6, has chosen one of his closest aides as Secretary of State.,hat einen seiner engsten Berater als Staatssekretär gewählt.
28.6,34.56," It falls to Anthony Blinken to rebuild a depleted and demoralized state department, repair","Anthony Blinken obliegt es, ein erschö"
34.56,40.760000000000005," U.S. alliances, and champion what diplomats call the rules-based international order, the","Die amerikanischen Allianzen und die Verfechter dessen, was Diploma"
40.760000000000005,45.56, written and unwritten code that governs how nations deal with one another.,"geschriebener und nichtgeschriebener Code, der regelt, wie Nationen miteinander umgehen"
45.56,50.56, Rules that he says are now threatened by China.,"Regeln, die, so heißt es, jetzt von China bedroht sind."
50.56,56.040000000000006, The story will continue in a moment.,Die Geschichte wird in einem Moment fortgesetzt.
56.04,63.92," China is the one country in the world that has the military, economic, diplomatic capacity","China ist das einzige Land der Welt, das über die militärische, wirtschaftliche"
63.92,70.72, to undermine or challenge the rules-based order that we care so much about and are determined,"die auf Regeln beruhende Ordnung, die uns so sehr am Herzen liegt und die wir"
70.72,72.08, to defend.,verteidigen.
72.08,75.92," But I want to be very clear about something, and this is important.","Aber ich möchte mich ganz klar zu einem Punkt äußern, und das ist wichtig."
75.92,81.64," Our purpose is not to contain China, to hold it back, to keep it down.","Unser Ziel ist es nicht, China einzudämmen, es zurück"
81.64,89.72, It is to uphold this rules-based order that China is posing a challenge to.,"China stellt eine Herausforderung dar, um diese regelbasierte Ordnung aufrechtzuerhalten."
89.72,93.16," Anyone who poses a challenge to that order, we're going to stand up and defend it.","Wer diese Ordnung in Frage stellt, wir werden uns erheben und sie verteidigen"
93.16,99.12," I know you say the goal is not to contain China, but have you ever seen China be so assertive","Ich weiß, dass Sie sagen, das Ziel sei nicht, China einzudämmen,"
99.12,100.6, or aggressive militarily?,oder militärisch aggressiv?
100.6,102.0," No, we haven't.","Nein, wir haben es nicht."
102.0,109.04, I think what we've witnessed over the last several years is China acting more repressively,"Ich denke, was wir in den letzten Jahren erlebt haben, ist, dass China"
109.04,112.12, at home and more aggressively abroad.,im Inland und aggressiver im Ausland.
112.12,113.36, That is a fact.,Das ist eine Tatsache.
113.36,115.6, What's China's goal?,Was ist das Ziel Chinas?
115.6,122.72," I think that over time, China believes that it can be and should be and will be the","Ich denke, dass China im Laufe der Zeit glaubt, dass e"
122.72,126.52, dominant country in the world.,dominierendes Land in der Welt.
126.52,131.52," Chinese fighter jets are increasingly visible in the skies above the Western Pacific, where",Chinesische Kampfjets sind immer sichtbarer im Himmel über dem Westpazifik
131.52,135.84, the U.S. Navy also has a presence.,Die U.S. Navy hat ebenfalls eine Präsenz.
135.84,141.4," This past week, China's President Xi unveiled three new warships to patrol the South China",In der vergangenen Woche hat der chinesische Präsident Xi drei neue
141.4,142.4, Sea.,Meer.
142.4,147.88," It already has the world's largest navy and could use it to invade Taiwan, a democratic","Es verfügt bereits über die größte Marine der Welt und könnte sie dazu nutzen, Taiwan, ein"
147.88,151.16," island, and longstanding U.S. ally.","Insel, und langjähriger Verbündeter der USA."
151.16,154.8, Do you think we're heading toward some sort of military confrontation with China?,"Glauben Sie, dass wir uns auf eine Art militärischer Konfrontation mit China"
154.8,160.08, I think it's profoundly against the interests of both China and the United States to get,"Ich denke, es ist zutiefst gegen die Interessen sowohl China"
160.08,162.4, to that point or even to head in that direction.,Dieser Punkt oder sogar in diese Richtung zu steuern.
162.4,164.2, Let's talk about human rights.,Sprechen wir über Menschenrechte.
164.2,165.2, Describe what you see.,"Beschreiben Sie, was Sie sehen."
165.2,168.32," It's happening in Xinjiang, but maybe the rest of the world doesn't.","Es passiert in Xinjiang, aber vielleicht nicht in der übrigen Welt."
168.32,174.48, We've made clear that we see a genocide have been taking place against the U.S. in Xin,"Wir haben deutlich gemacht, dass wir sehen, dass ein Völkermord hat sich"
174.48,175.48,jiang.,jiang.
175.48,180.88," More than a million people have been put into choose your term, concentration camps, re-education","Mehr als eine Million Menschen wurden in Wahl Ihrer Amtszeit, Konzentration"
180.88,183.44," camps, internment camps.","Lager, Internierungslager."
183.44,189.12," When Beijing says, oh, there's a terrorism threat, which we don't see.","Wenn Peking sagt: Oh, es gibt eine Bedrohung durch den T"
189.12,190.68, It's not coming from a million people.,Es kommt nicht von einer Million Menschen.
191.68,197.56," Six weeks ago in Alaska, Secretary Blinken confronted young G.H.E. China's top diplomat",Vor sechs Wochen hat sich Sekretär Blinken in Alaska mit dem
197.56,201.88, about genocide in Xinjiang and China's military aggression.,über den Völkermord in Xinjiang und die militär
201.88,209.04, We feel an obligation to raise these issues here today.,"Wir fühlen uns verpflichtet, diese Fragen heute hier anzusprechen."
209.04,215.24, The exchange became an international incident caught on camera and not lost in translation.,"Der Austausch wurde zu einem internationalen Zwischenfall, der mit Kamera aufgenommen wurde und nicht in der"
215.24,220.38, The United States does not have the qualification to say that it wants to speak to China from,"Die Vereinigten Staaten haben nicht die Qualifikation, zu sagen, dass sie mit"
220.38,222.1, a position of strength.,a position of strength.
222.1,225.02," If Xinjiang isn't a red line with China, then what is?","Wenn Xinjiang keine rote Linie mit China ist, was ist dann?"
225.02,231.58," Look, we don't have the luxury of not dealing with China.","Schauen Sie, wir haben nicht den Luxus, nicht mit China zu tun."
231.58,236.66," There are real complexities to the relationship, whether it's the adversarial peace, whether","Es gibt echte Komplexitäten in der Beziehung, ob es sich"
236.66,240.02," it's the competitive peace, whether it's the cooperative peace.","es ist der wettbewerbsfähige Frieden, ob es der"
