Start Time,End Time,Text
0.0,6.84," In his first 100 days, President Biden focused on the coronavirus pandemic."
6.84,11.68," But over the course of his term, the Biden presidency will be defined by how the United"
11.68,13.96, States competes with China.
13.96,19.88," In a few years, China's economy is expected to surpass the U.S. as the world's biggest."
19.88,24.52," To determine how the United States will deal with China's growing influence, Mr. Biden"
24.52,28.6, has chosen one of his closest aides as Secretary of State.
28.6,34.56," It falls to Anthony Blinken to rebuild a depleted and demoralized state department, repair"
34.56,40.760000000000005," U.S. alliances, and champion what diplomats call the rules-based international order, the"
40.760000000000005,45.56, written and unwritten code that governs how nations deal with one another.
45.56,50.56, Rules that he says are now threatened by China.
50.56,56.040000000000006, The story will continue in a moment.
56.04,63.92," China is the one country in the world that has the military, economic, diplomatic capacity"
63.92,70.72, to undermine or challenge the rules-based order that we care so much about and are determined
70.72,72.08, to defend.
72.08,75.92," But I want to be very clear about something, and this is important."
75.92,81.64," Our purpose is not to contain China, to hold it back, to keep it down."
81.64,89.72, It is to uphold this rules-based order that China is posing a challenge to.
89.72,93.16," Anyone who poses a challenge to that order, we're going to stand up and defend it."
93.16,99.12," I know you say the goal is not to contain China, but have you ever seen China be so assertive"
99.12,100.6, or aggressive militarily?
100.6,102.0," No, we haven't."
102.0,109.04, I think what we've witnessed over the last several years is China acting more repressively
109.04,112.12, at home and more aggressively abroad.
112.12,113.36000000000001, That is a fact.
113.36000000000001,115.60000000000001, What's China's goal?
115.60000000000001,122.72," I think that over time, China believes that it can be and should be and will be the"
122.72,126.52000000000001, dominant country in the world.
126.52000000000001,131.52," Chinese fighter jets are increasingly visible in the skies above the Western Pacific, where"
131.52,135.84, the U.S. Navy also has a presence.
135.84,141.4," This past week, China's President Xi unveiled three new warships to patrol the South China"
141.4,142.4, Sea.
142.4,147.88," It already has the world's largest navy and could use it to invade Taiwan, a democratic"
147.88,151.16," island, and longstanding U.S. ally."
151.16,154.8, Do you think we're heading toward some sort of military confrontation with China?
154.8,160.08, I think it's profoundly against the interests of both China and the United States to get
160.08,162.4, to that point or even to head in that direction.
162.4,164.2, Let's talk about human rights.
164.2,165.2, Describe what you see.
165.2,168.32," It's happening in Xinjiang, but maybe the rest of the world doesn't."
168.32,174.48, We've made clear that we see a genocide have been taking place against the U.S. in Xin
174.48,175.48,jiang.
175.48,180.88," More than a million people have been put into choose your term, concentration camps, re-education"
180.88,183.44," camps, internment camps."
183.44,189.12," When Beijing says, oh, there's a terrorism threat, which we don't see."
189.12,190.67999999999998, It's not coming from a million people.
191.68,197.56," Six weeks ago in Alaska, Secretary Blinken confronted young G.H.E. China's top diplomat"
197.56,201.88, about genocide in Xinjiang and China's military aggression.
201.88,209.04000000000002, We feel an obligation to raise these issues here today.
209.04000000000002,215.24, The exchange became an international incident caught on camera and not lost in translation.
215.24,220.38, The United States does not have the qualification to say that it wants to speak to China from
220.38,222.1, a position of strength.
222.1,225.01999999999998," If Xinjiang isn't a red line with China, then what is?"
225.01999999999998,231.57999999999998," Look, we don't have the luxury of not dealing with China."
231.57999999999998,236.66," There are real complexities to the relationship, whether it's the adversarial peace, whether"
236.66,240.01999999999998," it's the competitive peace, whether it's the cooperative peace."
240.01999999999998,245.22," Even before the meeting in Alaska, President Xi had warned about the dawn of a new cold"
245.22,246.5, war.
246.5,250.54," During President Trump's time in office, China found the U.S. less predictable than"
250.54,252.06, past administrations.
252.06,255.62, And I just announced another 10 percent tariff.
255.62,261.26, Mr. Trump imposed tariffs on hundreds of billions of dollars of Chinese products in response
261.26,267.22, to what he called unfair trade practices and the theft of U.S. intellectual property.
267.22,271.38," So far, the Biden administration has kept the tariffs in place."
271.38,275.1, I also told President Xi that we'll maintain a strong military presence in China.
275.1,280.26000000000005, China may be the only big issue of the day in Washington in which Democrats and Republicans
280.26000000000005,282.46000000000004, find common cause.
282.46000000000004,288.42," The Chinese have stolen hundreds of billions, if not trillions of dollars of trade secrets"
288.42,291.3, and intellectual property from the United States.
291.3,293.3, That sounds like the actions of an enemy.
293.3,299.06, It certainly sounds like the actions of someone who's trying to compete unfairly and increasingly
299.06,300.54, in adversarial ways.
300.54,304.54, But we're much more effective and stronger when we're bringing like-minded and similarly
304.54,308.78000000000003," we've countries together to say to Beijing, this can't stand and it won't stand."
308.78000000000003,314.18, So was that a message that President Biden has delivered to President Xi?
314.18,317.70000000000005, Certainly in their first conversation.
317.70000000000005,318.94, They covered a lot of ground.
318.94,321.06, It was reportedly a two-hour phone call.
321.06,322.06," It was, yeah."
322.06,323.06, I was there.
323.06,328.62, And so did President Biden tell President Xi to cut it out?
328.62,334.14000000000004, President Biden made clear that in a number of areas we have real concerns about the
334.14,340.46, actions that China is taking and that includes in the economic area and that includes the theft
340.46,341.94, of intellectual property.
341.94,349.74, China's gross domestic product is expected to surpass the United States as early as 2028.
349.74,352.82," Well, it's a large country."
352.82,353.82, It's got a lot of people.
353.82,359.34," If China becomes the wealthiest country in the world, doesn't that also make it the most"
359.34,360.34, powerful?
360.34,363.14, A lot depends on how it uses that wealth.
363.14,364.82, It has an aging population.
364.82,368.65999999999997, It has significant environmental problems and so on.
368.65999999999997,371.14," But here's the way I think about it, nor are writ large."
371.14,375.34," If we're talking about what really makes the wealth of a nation, fundamentally it's"
375.34,381.05999999999995, its human resources and the ability of any one country to maximize their potential.
381.05999999999995,382.41999999999996, That's the challenge.
382.41999999999996,383.94," For us, it's the challenge for China."
383.94,389.94, I think we're in a much better place to maximize that human potential than any country
389.94,391.78, on Earth if we're smart about it.
391.78,398.02," China thinks long-term strategically, decades in advance, is America just caught up on the"
